submission_id, submission_smiles
83a5a839-b57f-474c-943e-a7264e0c1d40, N1=C(N2C3C=CC(NS(C)(=O)=O)=CC=3C(=O)N(C3C=C([NH3+])C=NC=3)C2=O)NC=C1
817c14da-8b08-48c1-927d-8d981b8dd4d5, CC(C1N=C(N(C(NC2C(C)=NC=CC=2C)=O)CC2N=C(C#C)C=CC=2)N=CC=1)C
7ff1a6f9-745f-4b82-81e0-c1d353ea5dfe, CC(C=C1)=NN2C1=C(C3=CC=C(NN=C4)C4=C3)C(C5=CC=C(F)C=C5)=N2
7fd13e32-9257-427d-89d3-8ae4394a85eb, C12CC(F)C[C@H](CCNS(=O)(=O)C)C=1NC=C2CCNC(=O)C
7f77122c-cc25-445a-9997-222238b41225, ClC1C=C(CN2C(OCC3C=CC(C(N4CCOCC4)=O)=CC=3)=NC(=O)C3N(C4C=CC=NC=4)C(NC2=3)=O)C=CC=1
7ebcceed-78d1-4c4f-8732-ff30d302cf99, CC(N(C(C1C(CC2S=CC=C2)CN(C(CCl)=O)CC1)=O)C)C
7eb4e0c3-ee0f-4428-9ff1-98a8556afc9f, CN1C(CCO[C@H](C2C=C3C(=CC=2)[S@](=NC3=O)(=O)C)C1)=O
7d12df64-958a-4e9d-ae4c-327dea11062e, CC(=O)N1CCN(CC1)CC1C=C(Cl)C=CC=1NC(=O)C
7b3d3065-7119-4dff-b3fd-df4d793955e8, ClCC(N1CCC(C(N2CCCCC2)=O)CC1)=O
74f994a9-1105-439b-9ace-92668cae352a, C1=C(CN2CCC(C#N)CC2)C=C(C)C=C1
7264f48c-b1b9-4b8e-b460-77c8a72a02b8, C1CN(S(C2=CSC=C2)(=O)=O)CCN1C(CC1=CC=NC=C1NC(=O)C)=O
71f25a82-3f8d-412e-8f87-e4c4dd9f66f6, N[C@H](CC1C2C=CC=CC=2NC=1)C(=O)NN(CC1C=CC=CC=1)C(=O)N[C@H](CC1C2C=CC=CC=2NC=1)C(=O)O
714a760b-0e02-4b09-8736-f27f854f8c22, O=C(NC1C=CC=CC=1)NC1C(C)=C(N)C=NC=1
70e4c98a-8e83-4656-81a4-5780985194f1, O=C(NC1=CC=CN=C1)CC2(CCCC2)OC3=CC=C(S(=O)(C)=O)C=C3
70cc3ca5-4d41-47eb-9e1f-469fd61a0f20, O=C(CNC1C=CC(NC(C)=O)=CC=1)NC1C=NC=CC=1C
7098f804-b66c-4fb6-89f4-8e4e0c78a7cb, O=C(NC1C=CC=NC=1)C1=CC(Cl)=CC=C1OC1C=CC=CC=1
7023c732-4bbd-4499-a930-9b1b18b131ec, C1(C=NC(NC)=C(OC2C=CC=CC=2)C=1)C#N
6efed59f-d3bc-475c-804f-bc775f1ec88c, C1(C=CC([S](N)(=O)=O)=CC=1)O[Si](C)(C)C
6eb0722e-c42e-4f3c-9b57-868eefb81a23, CS(NCCCC1C=CC(C#N)=CC=1NC(NC1C=CC=NC=1)=O)(=O)=O
6e7c5dc0-9f8a-40ca-8490-23e67efdb926, CC1C=CN=CC=1NC(=O)CCCCC(=N)N
6d15a9f5-faae-4cc9-adf6-341a0719c253, CN1N=C(C(NC[C@@H]2CCCO2)=O)C(CCCC3=CC=CC=C3)=C1
6c45c019-02fc-4a12-845a-4411b2c75a27, O=C(NC1=C(C)C=CN=C1)NC2(C#CC3=CN=CC=C3)CCCCC2
6b9ca91a-6b9b-44fd-8829-110925483394, CC(=O)N1CCN(CC2C=C3C(C=CC(S(=O)(=O)N)=C3)=CC=2)CCC1
6a1b02a9-9b10-4cf0-84ba-fd3a59c5c815, O=S(=O)(N)C1C=CC2CCCN(C=2C=1)CCCCC(=N)N
68b48d12-5351-4b18-b67e-a69b44628b11, N(C(C)=O)[C@H](C(N[C@H](C(NCC(N[C@H](C(N)=O)CCCNC(N)=O)=O)=O)CC1C2C=CC=CC=2NC=1)=O)CO
6788a628-93c6-44af-8b51-b89c911ee181, O=C(CCl)N(C1CCS(=O)(=O)C1)CCC(=N)N
657978c3-118f-47e8-a835-aaddd8b21910, O=C(N(C1C=NC=CC=1)C(=O)NC1CC1)C1C=CC=CC=1
6435e6c2-dc42-42f5-abd6-f02cfaa2ab3f, CC(=O)N1CCN(CC1)S(=O)(=O)c2cccs2
63f62ae9-356c-42dc-952d-659386dd09a9, CC1C=C(F)C=C(N2C(=O)N(C3C=NC=CC=3C)CC(NC(C=C)=O)C2)C=1
630c5802-c798-4851-bad3-ec1fea6b34fb, CCC1(c2ccc(N(Cc3ccsc3)C(=O)Cn3nnc4ccccc43)cc2)CC1
624a42b4-a75a-46d2-85cf-83f472bde5dd, ClC1C([H])=C([H])C(=C([H])C=1[H])C([H])([H])N1C2=C([H])C([H])=C([H])C([H])=C2N=C1C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
60f168f5-ba26-4953-b0cd-536b4206bdc9, O=C1N(C(=O)N(CCC(=O)N)CC1)C1C2CCNCC=2C=NC=1
60ec5b32-a947-41d6-a9f4-f0965d3dea1a, [C@H]1([C@@H](C2C=CSC=2)[C@@H](C(N)=O)CC1)CCC(N)=N
60d741c6-7d60-4c50-8c8b-392f6fe3f920, C1(CC2CN(CC(N)=O)CC2NC1)C(=O)C
6016d8e6-02bf-42c7-9c22-64bbd2dcd29c, CC1C=CN=CC=1NC(=O)CC1C=CC(N2CCCOCC2)=CN=1
5f56c3bc-30b3-4c34-b801-53491e28f16e, O=C(NC1=C(C)N=CN=C1)NC2=CC=CC=C2
